ID,Heart Rate,Blood Oxygen,Time,Latitude,Longitude
11:00:00 AM,62,0.96,9:00:00,45.06654976,7.661336163
12:00:00 PM,100,0.95,,,
1:00:00 PM,81,0.9,,,
2:00:00 PM,93,0.93,,,
3:00:00 PM,72,0.94,,,
4:00:00 PM,77,0.91,,,
5:00:00 PM,60,0.9,,,
6:00:00 PM,98,0.92,,,
7:00:00 PM,67,0.99,,,
8:00:00 PM,73,0.96,,,
9:00:00 PM,103,0.98,,,
10:00:00 PM,69,0.87,,,
11:00:00 PM,84,0.93,,,
12:00:00 AM,77,0.94,,,
1:00:00 AM,88,0.91,,,
2:00:00 AM,64,0.95,,,
3:00:00 AM,68,0.98,,,
4:00:00 AM,60,0.92,,,
5:00:00 AM,95,0.93,,,
6:00:00 AM,99,0.9,,,
7:00:00 AM,74,0.97,9:20:00,45.06552547,7.662615508
8:00:00 AM,66,0.94,,,
9:00:00 AM,101,0.99,,,
10:00:00 AM,75,0.91,,,
11:00:00 AM,78,0.96,,,
12:00:00 PM,71,0.92,,,
1:00:00 PM,69,0.95,,,
2:00:00 PM,63,0.93,,,
3:00:00 PM,98,0.91,,,
4:00:00 PM,93,0.98,,,
5:00:00 PM,67,0.94,,,
6:00:00 PM,64,0.9,,,
7:00:00 PM,84,0.96,,,
8:00:00 PM,73,0.97,,,
9:00:00 PM,62,1,,,
10:00:00 PM,79,0.86,,,
11:00:00 PM,66,0.95,,,
12:00:00 AM,103,0.92,,,
1:00:00 AM,75,0.91,,,
2:00:00 AM,95,0.9,,,
3:00:00 AM,78,0.96,9:40:00,45.06662189,7.663958133
4:00:00 AM,60,0.94,,,
5:00:00 AM,72,0.98,,,
6:00:00 AM,89,0.91,,,
7:00:00 AM,77,0.99,,,
8:00:00 AM,67,0.93,,,
9:00:00 AM,93,0.95,,,
10:00:00 AM,70,0.94,,,
11:00:00 AM,81,0.92,,,
12:00:00 PM,64,0.91,,,
1:00:00 PM,97,0.97,,,
2:00:00 PM,63,0.98,,,
3:00:00 PM,101,0.9,,,
4:00:00 PM,77,0.96,,,
5:00:00 PM,91,0.94,,,
6:00:00 PM,68,1,,,
7:00:00 PM,65,0.92,,,
8:00:00 PM,73,0.87,,,
9:00:00 PM,60,0.95,,,
10:00:00 PM,99,0.91,,,
11:00:00 PM,74,0.92,10:00:00,45.06725032,7.66217325
12:00:00 AM,87,0.98,,,
1:00:00 AM,77,0.9,,,
2:00:00 AM,61,0.93,,,
3:00:00 AM,100,0.96,,,
4:00:00 AM,70,0.94,,,
5:00:00 AM,69,0.99,,,
6:00:00 AM,88,0.92,,,
7:00:00 AM,72,0.9,,,
8:00:00 AM,93,0.91,,,
9:00:00 AM,63,0.95,,,
10:00:00 AM,101,0.94,,,
11:00:00 AM,68,0.97,,,
12:00:00 PM,75,0.93,,,
1:00:00 PM,79,0.98,,,
2:00:00 PM,67,0.9,,,
3:00:00 PM,94,0.92,,,
4:00:00 PM,85,0.99,,,
5:00:00 PM,63,0.91,,,
6:00:00 PM,70,0.96,,,
7:00:00 PM,77,0.95,10:20:00,45.06830249,7.662476829
8:00:00 PM,97,0.86,,,
9:00:00 PM,61,0.93,,,
10:00:00 PM,68,0.91,,,
11:00:00 PM,91,0.92,,,
12:00:00 AM,60,0.98,,,
1:00:00 AM,75,0.9,,,
2:00:00 AM,66,0.96,,,
3:00:00 AM,98,0.94,,,
4:00:00 AM,74,0.91,,,
5:00:00 AM,102,0.97,,,
6:00:00 AM,72,0.99,,,
7:00:00 AM,88,0.92,,,
8:00:00 AM,95,0.91,,,
9:00:00 AM,60,0.95,,,
10:00:00 AM,71,0.9,,,
11:00:00 AM,68,0.93,,,
12:00:00 PM,90,0.91,,,
1:00:00 PM,93,0.94,,,
2:00:00 PM,67,0.96,,,
3:00:00 PM,66,0.98,10:40:00,45.06732189,7.66245275
4:00:00 PM,85,1,,,
5:00:00 PM,73,0.9,,,
6:00:00 PM,60,0.92,,,
7:00:00 PM,104,0.97,,,
8:00:00 PM,63,0.95,,,
9:00:00 PM,96,0.94,,,
10:00:00 PM,61,0.87,,,
11:00:00 PM,74,0.91,,,
12:00:00 AM,68,0.92,,,
1:00:00 AM,101,0.96,,,
2:00:00 AM,88,0.93,,,
3:00:00 AM,78,0.94,,,
4:00:00 AM,92,0.91,,,
5:00:00 AM,69,0.99,,,
6:00:00 AM,77,0.97,,,
7:00:00 AM,67,0.9,,,
8:00:00 AM,100,0.92,,,
9:00:00 AM,75,0.95,,,
10:00:00 AM,60,0.98,,,
11:00:00 AM,66,0.94,11:00:00,45.06673673,7.662303219
12:00:00 PM,98,0.9,,,
1:00:00 PM,63,0.91,,,
2:00:00 PM,69,0.93,,,
3:00:00 PM,70,0.96,,,
4:00:00 PM,61,0.99,,,
5:00:00 PM,90,0.97,,,
6:00:00 PM,103,0.92,,,
7:00:00 PM,87,0.91,,,
8:00:00 PM,72,0.94,,,
9:00:00 PM,95,0.95,,,
10:00:00 PM,65,0.9,,,
11:00:00 PM,99,0.98,,,
12:00:00 AM,71,0.93,,,
1:00:00 AM,78,0.97,,,
2:00:00 AM,66,0.92,,,
3:00:00 AM,60,0.96,,,
4:00:00 AM,64,0.99,,,
5:00:00 AM,91,0.91,,,
6:00:00 AM,77,0.86,,,
7:00:00 AM,102,0.94,11:20:00,45.06519253,7.662356189
8:00:00 AM,85,0.95,,,
9:00:00 AM,68,0.9,,,
10:00:00 AM,97,0.98,,,
11:00:00 AM,63,0.91,,,
12:00:00 PM,69,0.92,,,
1:00:00 PM,88,0.96,,,
2:00:00 PM,75,0.93,,,
3:00:00 PM,60,0.94,,,
4:00:00 PM,94,0.99,,,
5:00:00 PM,77,0.97,,,
6:00:00 PM,63,0.91,,,
7:00:00 PM,84,0.92,,,
8:00:00 PM,65,0.9,,,
9:00:00 PM,66,0.95,,,
10:00:00 PM,100,0.94,,,
11:00:00 PM,78,0.93,,,
12:00:00 AM,93,0.98,,,
1:00:00 AM,61,0.96,,,
2:00:00 AM,70,0.91,,,
3:00:00 AM,69,1,11:40:00,45.06459352,7.661243478
4:00:00 AM,60,0.97,,,
5:00:00 AM,98,0.92,,,
6:00:00 AM,91,0.87,,,
7:00:00 AM,66,0.9,,,
8:00:00 AM,101,0.91,,,
9:00:00 AM,85,0.95,,,
10:00:00 AM,73,0.93,,,
11:00:00 AM,63,0.94,,,
12:00:00 PM,78,0.92,,,
1:00:00 PM,64,0.96,,,
2:00:00 PM,99,0.99,,,
3:00:00 PM,72,0.9,,,
4:00:00 PM,68,0.98,,,
5:00:00 PM,67,0.93,,,
6:00:00 PM,94,0.91,,,
7:00:00 PM,60,0.97,,,
8:00:00 PM,91,0.94,,,
9:00:00 PM,74,0.92,,,
10:00:00 PM,70,0.9,,,
11:00:00 PM,105,0.99,12:00:00,45.0650969,7.661079358
12:00:00 AM,69,0.93,,,
1:00:00 AM,88,0.91,,,
2:00:00 AM,77,0.96,,,
3:00:00 AM,66,0.98,,,
4:00:00 AM,93,0.92,,,
5:00:00 AM,61,0.94,,,
6:00:00 AM,60,0.9,,,
7:00:00 AM,87,0.97,,,
8:00:00 AM,67,0.91,,,
9:00:00 AM,102,0.95,,,
10:00:00 AM,78,0.91,,,
11:00:00 AM,99,0.93,,,
12:00:00 PM,75,0.98,,,
1:00:00 PM,64,0.99,,,
2:00:00 PM,70,0.87,,,
3:00:00 PM,91,0.94,,,
4:00:00 PM,68,0.92,,,
5:00:00 PM,63,0.96,,,
6:00:00 PM,60,0.91,,,
7:00:00 PM,97,0.9,12:20:00,45.06574757,7.662465915
8:00:00 PM,88,0.95,,,
9:00:00 PM,66,0.97,,,
10:00:00 PM,101,0.92,,,
11:00:00 PM,75,0.94,,,
12:00:00 AM,68,0.9,,,
1:00:00 AM,78,0.91,,,
2:00:00 AM,94,0.98,,,
3:00:00 AM,61,0.99,,,
4:00:00 AM,63,0.96,,,
5:00:00 AM,60,0.93,,,
6:00:00 AM,69,0.92,,,
7:00:00 AM,105,0.9,,,
8:00:00 AM,72,0.94,,,
9:00:00 AM,90,0.91,,,
10:00:00 AM,65,1,,,
11:00:00 AM,84,0.96,,,
12:00:00 PM,92,0.93,,,
1:00:00 PM,66,0.87,,,
2:00:00 PM,73,0.92,,,
3:00:00 PM,60,0.94,12:40:00,45.06563823,7.66231627
4:00:00 PM,88,0.95,,,
5:00:00 PM,67,0.91,,,
6:00:00 PM,99,0.9,,,
7:00:00 PM,61,0.97,,,
8:00:00 PM,104,0.98,,,
9:00:00 PM,97,0.92,,,
10:00:00 PM,69,0.99,,,
11:00:00 PM,75,0.96,,,
12:00:00 AM,60,0.91,,,
1:00:00 AM,78,0.93,,,
2:00:00 AM,91,0.9,,,
3:00:00 AM,63,0.94,,,
4:00:00 AM,66,0.91,,,
5:00:00 AM,90,0.95,,,
6:00:00 AM,95,0.98,,,
7:00:00 AM,72,0.92,,,
8:00:00 AM,60,0.97,,,
9:00:00 AM,85,0.99,,,
10:00:00 AM,98,0.91,,,
11:00:00 AM,77,0.9,13:00:00,45.06551014,7.662421131
12:00:00 PM,63,0.86,,,
1:00:00 PM,92,0.94,,,
2:00:00 PM,61,0.92,,,
3:00:00 PM,105,0.95,,,
4:00:00 PM,68,0.98,,,
5:00:00 PM,94,0.91,,,
6:00:00 PM,64,0.96,,,
7:00:00 PM,67,0.93,,,
8:00:00 PM,70,0.9,,,
9:00:00 PM,88,0.92,,,
10:00:00 PM,99,0.91,,,
11:00:00 PM,75,0.97,,,
12:00:00 AM,60,0.94,,,
1:00:00 AM,63,0.99,,,
2:00:00 AM,102,0.91,,,
3:00:00 AM,91,0.9,,,
4:00:00 AM,66,0.98,,,
5:00:00 AM,77,0.96,,,
6:00:00 AM,64,0.95,,,
7:00:00 AM,73,0.92,13:20:00,45.06547413,7.662290607
8:00:00 AM,95,0.94,,,
9:00:00 AM,60,0.93,,,
10:00:00 AM,69,0.9,,,
11:00:00 AM,72,0.91,,,
12:00:00 PM,87,0.87,,,
1:00:00 PM,61,0.97,,,
2:00:00 PM,92,0.96,,,
3:00:00 PM,75,0.91,,,
4:00:00 PM,100,0.93,,,
5:00:00 PM,78,0.98,,,
6:00:00 PM,60,0.95,,,
7:00:00 PM,64,0.92,,,
8:00:00 PM,94,0.9,,,
9:00:00 PM,67,0.99,,,
10:00:00 PM,68,0.97,,,
11:00:00 PM,70,0.93,,,
12:00:00 AM,105,0.94,,,
1:00:00 AM,88,0.91,,,
2:00:00 AM,91,0.9,,,
3:00:00 AM,63,0.98,13:40:00,45.06562568,7.662311928
4:00:00 AM,77,0.96,,,
5:00:00 AM,85,0.92,,,
6:00:00 AM,60,1,,,
7:00:00 AM,61,0.91,,,
8:00:00 AM,66,0.9,,,
9:00:00 AM,69,0.93,,,
10:00:00 AM,99,0.94,,,
11:00:00 AM,78,0.87,,,
12:00:00 PM,94,0.95,,,
1:00:00 PM,71,0.91,,,
2:00:00 PM,84,0.92,,,
3:00:00 PM,75,0.98,,,
4:00:00 PM,102,0.94,,,
5:00:00 PM,63,0.9,,,
6:00:00 PM,67,0.99,,,
7:00:00 PM,60,0.93,,,
8:00:00 PM,88,0.92,,,
9:00:00 PM,93,0.96,,,
10:00:00 PM,97,0.91,,,
11:00:00 PM,74,0.97,14:00:00,45.06559276,7.662163874
12:00:00 AM,61,0.94,,,
1:00:00 AM,70,0.91,,,
2:00:00 AM,66,0.9,,,
3:00:00 AM,68,0.95,,,
4:00:00 AM,60,0.92,,,
5:00:00 AM,89,0.93,,,
6:00:00 AM,99,1,,,
7:00:00 AM,73,0.96,,,
8:00:00 AM,64,0.91,,,
9:00:00 AM,101,0.9,,,
10:00:00 AM,77,0.98,,,
11:00:00 AM,92,0.94,,,
12:00:00 PM,87,0.97,,,
1:00:00 PM,60,0.92,,,
2:00:00 PM,66,0.95,,,
3:00:00 PM,94,0.93,,,
4:00:00 PM,63,0.99,,,
5:00:00 PM,78,0.91,,,
6:00:00 PM,91,0.94,,,
7:00:00 PM,70,0.92,14:20:00,45.06551136,7.662042271
8:00:00 PM,67,0.9,,,
9:00:00 PM,60,0.98,,,
10:00:00 PM,103,0.91,,,
11:00:00 PM,85,1,,,
12:00:00 AM,69,0.93,,,
1:00:00 AM,92,0.96,,,
2:00:00 AM,72,0.94,,,
3:00:00 AM,100,0.91,,,
4:00:00 AM,65,0.87,,,
5:00:00 AM,61,0.95,,,
6:00:00 AM,63,0.9,,,
7:00:00 AM,68,0.92,,,
8:00:00 AM,99,0.96,,,
9:00:00 AM,70,0.91,,,
10:00:00 AM,93,0.98,,,
11:00:00 AM,67,0.94,,,
12:00:00 PM,60,0.91,,,
1:00:00 PM,105,0.97,,,
2:00:00 PM,87,0.93,,,
3:00:00 PM,71,0.99,14:40:00,45.06552104,7.662063565
4:00:00 PM,84,0.92,,,
5:00:00 PM,63,0.96,,,
6:00:00 PM,74,0.9,,,
7:00:00 PM,91,0.94,,,
8:00:00 PM,66,0.91,,,
9:00:00 PM,92,0.95,,,
10:00:00 PM,97,0.98,,,
11:00:00 PM,61,0.93,,,
12:00:00 AM,88,0.91,,,
1:00:00 AM,60,0.9,,,
2:00:00 AM,95,1,,,
3:00:00 AM,67,0.94,,,
4:00:00 AM,72,0.99,,,
5:00:00 AM,101,0.87,,,
6:00:00 AM,64,0.92,,,
7:00:00 AM,69,0.95,,,
8:00:00 AM,70,0.91,,,
9:00:00 AM,87,0.98,,,
10:00:00 AM,60,0.93,,,
11:00:00 AM,78,0.96,15:00:00,45.06566744,7.662019123
12:00:00 PM,66,0.9,,,
1:00:00 PM,100,0.91,,,
2:00:00 PM,68,0.97,,,
3:00:00 PM,93,0.99,,,
4:00:00 PM,63,0.92,,,
5:00:00 PM,94,0.9,,,
6:00:00 PM,60,0.94,,,
7:00:00 PM,77,0.91,,,
8:00:00 PM,84,0.95,,,
9:00:00 PM,65,0.96,,,
10:00:00 PM,61,0.98,,,
11:00:00 PM,90,0.93,,,
12:00:00 AM,67,0.92,,,
1:00:00 AM,103,0.9,,,
2:00:00 AM,98,0.91,,,
3:00:00 AM,75,0.97,,,
4:00:00 AM,64,0.94,,,
5:00:00 AM,66,1,,,
6:00:00 AM,60,0.96,,,
7:00:00 AM,92,0.93,15:20:00,45.06569724,7.662174484
8:00:00 AM,70,0.91,,,
9:00:00 AM,99,0.87,,,
10:00:00 AM,68,0.9,,,
11:00:00 AM,69,0.94,,,
12:00:00 PM,60,0.92,,,
1:00:00 PM,87,0.91,,,
2:00:00 PM,63,0.95,,,
3:00:00 PM,105,0.98,,,
4:00:00 PM,66,0.93,,,
5:00:00 PM,91,0.96,,,
6:00:00 PM,77,0.9,,,
7:00:00 PM,61,0.99,,,
8:00:00 PM,98,0.91,,,
9:00:00 PM,74,0.92,,,
10:00:00 PM,60,0.97,,,
11:00:00 PM,67,0.93,,,
12:00:00 AM,63,0.94,,,
1:00:00 AM,102,0.91,,,
2:00:00 AM,90,0.96,,,
3:00:00 AM,72,1,15:40:00,45.06573049,7.662035327
4:00:00 AM,85,0.9,,,
5:00:00 AM,66,0.92,,,
6:00:00 AM,97,0.98,,,
7:00:00 AM,61,0.87,,,
8:00:00 AM,93,0.93,,,
9:00:00 AM,78,0.94,,,
10:00:00 AM,70,0.91,,,
11:00:00 AM,88,0.92,,,
12:00:00 PM,99,0.95,,,
1:00:00 PM,69,0.99,,,
2:00:00 PM,60,0.9,,,
3:00:00 PM,65,0.97,,,
4:00:00 PM,63,0.96,,,
5:00:00 PM,91,0.91,,,
6:00:00 PM,60,0.93,,,
7:00:00 PM,74,0.94,,,
8:00:00 PM,67,0.98,,,
9:00:00 PM,92,0.9,,,
10:00:00 PM,71,0.91,,,
11:00:00 PM,98,0.92,16:00:00,45.06578539,7.662208903
12:00:00 AM,77,0.95,,,
1:00:00 AM,60,0.96,,,
2:00:00 AM,61,0.93,,,
3:00:00 AM,66,0.97,,,
4:00:00 AM,105,0.91,,,
5:00:00 AM,88,0.99,,,
6:00:00 AM,93,0.94,,,
7:00:00 AM,70,0.91,,,
8:00:00 AM,68,0.92,,,
9:00:00 AM,64,1,,,
10:00:00 AM,99,0.9,,,
11:00:00 AM,63,0.95,,,
12:00:00 PM,72,0.94,,,
1:00:00 PM,60,0.91,,,
2:00:00 PM,97,0.98,,,
3:00:00 PM,67,0.93,,,
4:00:00 PM,84,0.96,,,
5:00:00 PM,91,0.91,,,
6:00:00 PM,78,0.9,,,
7:00:00 PM,63,0.92,16:20:00,45.06564324,7.662350645
8:00:00 PM,102,0.94,,,
9:00:00 PM,66,0.97,,,
10:00:00 PM,61,0.91,,,
11:00:00 PM,88,0.98,,,
12:00:00 AM,60,0.9,,,
1:00:00 AM,69,0.99,,,
2:00:00 AM,95,0.92,,,
3:00:00 AM,77,0.93,,,
4:00:00 AM,70,0.91,,,
5:00:00 AM,92,0.96,,,
6:00:00 AM,63,0.95,,,
7:00:00 AM,64,1,,,
8:00:00 AM,85,0.86,,,
9:00:00 AM,66,0.93,,,
10:00:00 AM,101,0.94,,,
11:00:00 AM,90,0.91,,,
12:00:00 PM,99,0.92,,,
1:00:00 PM,72,0.9,,,
2:00:00 PM,60,0.97,,,
3:00:00 PM,61,0.96,16:40:00,45.06576689,7.662383786
4:00:00 PM,68,0.93,,,
5:00:00 PM,94,0.98,,,
6:00:00 PM,91,0.91,,,
7:00:00 PM,78,0.99,,,
8:00:00 PM,66,0.94,,,
9:00:00 PM,88,0.95,,,
10:00:00 PM,60,0.9,,,
11:00:00 PM,105,0.91,,,
12:00:00 AM,63,0.92,,,
1:00:00 AM,69,0.93,,,
2:00:00 AM,67,0.96,,,
3:00:00 AM,98,0.97,,,
4:00:00 AM,64,1,,,
5:00:00 AM,102,0.91,,,
6:00:00 AM,87,0.9,,,
7:00:00 AM,61,0.98,,,
8:00:00 AM,75,0.92,,,
9:00:00 AM,60,0.94,,,
10:00:00 AM,92,0.86,,,
11:00:00 AM,63,0.95,17:00:00,45.06574907,7.662603759
12:00:00 PM,70,0.91,,,
1:00:00 PM,99,0.96,,,
2:00:00 PM,78,0.93,,,
3:00:00 PM,66,0.9,,,
4:00:00 PM,94,0.97,,,
5:00:00 PM,69,0.99,,,
6:00:00 PM,64,0.92,,,
7:00:00 PM,67,0.94,,,
8:00:00 PM,91,0.9,,,
9:00:00 PM,60,0.91,,,
10:00:00 PM,103,0.98,,,
11:00:00 PM,68,0.93,,,
12:00:00 AM,77,0.91,,,
1:00:00 AM,63,0.96,,,
2:00:00 AM,100,0.9,,,
3:00:00 AM,61,0.99,,,
4:00:00 AM,92,0.94,,,
5:00:00 AM,88,0.97,,,
6:00:00 AM,84,0.91,,,
7:00:00 AM,66,1,17:20:00,45.06703414,7.667850995
8:00:00 AM,97,0.92,,,
9:00:00 AM,60,0.9,,,
10:00:00 AM,63,0.95,,,
11:00:00 AM,99,0.93,,,
12:00:00 PM,68,0.87,,,
1:00:00 PM,64,0.91,,,
2:00:00 PM,75,0.94,,,
3:00:00 PM,69,0.92,,,
4:00:00 PM,85,0.91,,,
5:00:00 PM,61,0.9,,,
6:00:00 PM,60,0.98,,,
7:00:00 PM,78,0.93,,,
8:00:00 PM,67,0.95,,,
9:00:00 PM,101,0.92,,,
10:00:00 PM,66,0.96,,,
11:00:00 PM,98,0.97,,,
12:00:00 AM,72,0.91,,,
1:00:00 AM,63,1,,,
2:00:00 AM,92,0.99,,,
3:00:00 AM,61,0.94,17:40:00,45.06785995,7.667612128
4:00:00 AM,90,0.93,,,
5:00:00 AM,60,0.9,,,
6:00:00 AM,97,0.98,,,
7:00:00 AM,88,0.92,,,
8:00:00 AM,63,0.91,,,
9:00:00 AM,104,0.95,,,
10:00:00 AM,66,0.93,,,
11:00:00 AM,69,0.94,,,
12:00:00 PM,70,0.96,,,
1:00:00 PM,99,0.9,,,
2:00:00 PM,61,0.97,,,
3:00:00 PM,64,0.92,,,
4:00:00 PM,67,0.91,,,
5:00:00 PM,91,0.93,,,
6:00:00 PM,87,0.99,,,
7:00:00 PM,78,1,,,
8:00:00 PM,63,0.94,,,
9:00:00 PM,66,0.91,,,
10:00:00 PM,60,0.87,,,
11:00:00 PM,93,0.95,18:00:00,45.06621602,7.66775895
12:00:00 AM,105,0.92,,,
1:00:00 AM,98,0.9,,,
2:00:00 AM,72,0.98,,,
3:00:00 AM,69,0.94,,,
4:00:00 AM,64,0.91,,,
5:00:00 AM,77,0.96,,,
6:00:00 AM,63,0.97,,,
7:00:00 AM,61,0.9,,,
8:00:00 AM,100,0.92,,,
9:00:00 AM,95,0.99,,,
10:00:00 AM,66,0.91,,,
11:00:00 AM,70,0.95,,,
12:00:00 PM,88,0.93,,,
1:00:00 PM,60,0.94,,,
2:00:00 PM,75,0.91,,,
3:00:00 PM,64,0.92,,,
4:00:00 PM,92,0.98,,,
5:00:00 PM,69,0.9,,,
6:00:00 PM,67,0.96,,,
7:00:00 PM,63,0.94,18:20:00,45.06935865,7.67193076
8:00:00 PM,61,0.91,,,
9:00:00 PM,104,0.99,,,
10:00:00 PM,78,0.92,,,
11:00:00 PM,99,0.9,,,
12:00:00 AM,91,0.95,,,
1:00:00 AM,60,0.93,,,
2:00:00 AM,66,0.97,,,
3:00:00 AM,72,0.91,,,
4:00:00 AM,68,1,,,
5:00:00 AM,84,0.94,,,
6:00:00 AM,97,0.86,,,
7:00:00 AM,63,0.92,,,
8:00:00 AM,67,0.91,,,
9:00:00 AM,60,0.96,,,
10:00:00 AM,61,0.95,,,
11:00:00 AM,93,0.94,,,
12:00:00 PM,102,0.91,,,
1:00:00 PM,90,0.98,,,
2:00:00 PM,63,0.9,,,
3:00:00 PM,98,0.93,18:40:00,45.06866109,7.675807901
4:00:00 PM,68,0.97,,,
5:00:00 PM,64,0.92,,,
6:00:00 PM,66,0.9,,,
7:00:00 PM,70,0.91,,,
8:00:00 PM,60,0.99,,,
9:00:00 PM,105,0.96,,,
10:00:00 PM,67,0.95,,,
11:00:00 PM,92,0.94,,,
12:00:00 AM,77,0.92,,,
1:00:00 AM,99,0.91,,,
2:00:00 AM,63,1,,,
3:00:00 AM,61,0.9,,,
4:00:00 AM,88,0.98,,,
5:00:00 AM,84,0.87,,,
6:00:00 AM,91,0.92,,,
7:00:00 AM,66,0.94,,,
8:00:00 AM,69,0.91,,,
9:00:00 AM,60,0.93,,,
10:00:00 AM,64,0.9,,,
11:00:00 AM,72,0.95,19:00:00,45.06567385,7.676191482
12:00:00 PM,97,0.98,,,
1:00:00 PM,78,0.92,,,
2:00:00 PM,63,0.99,,,
3:00:00 PM,103,0.97,,,
4:00:00 PM,61,0.91,,,
5:00:00 PM,66,0.9,,,
6:00:00 PM,60,0.96,,,
7:00:00 PM,98,0.92,,,
8:00:00 PM,67,0.94,,,
9:00:00 PM,94,0.91,,,
10:00:00 PM,70,0.93,,,
11:00:00 PM,92,0.98,,,
12:00:00 AM,87,0.97,,,
1:00:00 AM,60,0.9,,,
2:00:00 AM,63,0.95,,,
3:00:00 AM,69,0.99,,,
4:00:00 AM,64,0.92,,,
5:00:00 AM,66,0.91,,,
6:00:00 AM,61,1,,,
7:00:00 AM,88,0.94,19:20:00,45.06587742,7.669913977
8:00:00 AM,78,0.96,,,
9:00:00 AM,95,0.87,,,
10:00:00 AM,63,0.92,,,
11:00:00 AM,60,0.93,,,
12:00:00 PM,84,0.91,,,
1:00:00 PM,72,0.94,,,
2:00:00 PM,98,0.9,,,
3:00:00 PM,91,0.98,,,
4:00:00 PM,65,0.96,,,
5:00:00 PM,99,0.91,,,
6:00:00 PM,66,0.95,,,
7:00:00 PM,67,0.97,,,
8:00:00 PM,77,0.92,,,
9:00:00 PM,63,0.9,,,
10:00:00 PM,61,0.91,,,
11:00:00 PM,69,0.94,,,
12:00:00 AM,90,1,,,
1:00:00 AM,100,0.98,,,
2:00:00 AM,63,0.96,,,
3:00:00 AM,70,0.92,19:40:00,45.06764758,7.674643807
4:00:00 AM,67,0.93,,,
5:00:00 AM,60,0.91,,,
6:00:00 AM,94,0.95,,,
7:00:00 AM,66,0.94,,,
8:00:00 AM,78,0.9,,,
9:00:00 AM,63,0.97,,,
10:00:00 AM,88,0.92,,,
11:00:00 AM,105,0.91,,,
12:00:00 PM,64,0.86,,,
1:00:00 PM,61,0.99,,,
2:00:00 PM,99,0.91,,,
3:00:00 PM,72,0.96,,,
4:00:00 PM,87,0.9,,,
5:00:00 PM,60,0.94,,,
6:00:00 PM,63,0.93,,,
7:00:00 PM,66,0.91,,,
8:00:00 PM,92,0.92,,,
9:00:00 PM,69,0.98,,,
10:00:00 PM,64,0.95,,,
11:00:00 PM,70,0.97,20:00:00,45.06908949,7.66974723
12:00:00 AM,61,0.91,,,
1:00:00 AM,63,0.93,,,
2:00:00 AM,98,0.9,,,
3:00:00 AM,75,0.99,,,
4:00:00 AM,100,0.92,,,
5:00:00 AM,66,0.94,,,
6:00:00 AM,88,1,,,
7:00:00 AM,67,0.91,,,
8:00:00 AM,60,0.9,,,
9:00:00 AM,91,0.87,,,
10:00:00 AM,63,0.96,,,
11:00:00 AM,94,0.91,,,
12:00:00 PM,105,0.93,,,
1:00:00 PM,72,0.9,,,
2:00:00 PM,68,0.92,,,
3:00:00 PM,60,0.95,,,
4:00:00 PM,66,0.98,,,
5:00:00 PM,77,0.91,,,
6:00:00 PM,63,0.94,,,
7:00:00 PM,61,0.97,20:20:00,45.06991672,7.665146962
8:00:00 PM,85,0.99,,,
9:00:00 PM,99,0.92,,,
10:00:00 PM,92,0.9,,,
11:00:00 PM,64,0.91,,,
12:00:00 AM,69,0.93,,,
